id,extra_attributes
1015,"{'dept': 'MFG', 'name': 'Elvie Stark', 'shift': 'Morning', 'title': 'DR11991N', 'supvid': '00030462', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohd Husaini Gooi Bin Abdullah', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1014,"{'dept': 'MFG', 'name': 'Dino Purdy', 'shift': 'Morning', 'title': 'DR11784I', 'supvid': '00028871', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Thamayanthi A/P Subramaniam', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1013,"{'dept': 'MFG', 'name': 'Ethel Kling', 'shift': 'Night', 'title': 'DR11783I', 'supvid': '00092733', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Shafiur Rahman Bin Syed Sultan', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1012,"{'dept': 'MFG', 'name': 'Retha Kshlerin', 'shift': 'Morning', 'title': 'DR11782I', 'supvid': '00092733', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Shafiur Rahman Bin Syed Sultan', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1011,"{'dept': 'MFG', 'name': 'Palma Rowe', 'shift': 'Morning', 'title': 'DR11778I', 'supvid': '00092733', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Shafiur Rahman Bin Syed Sultan', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1010,"{'dept': 'MFG', 'name': 'Natasha Lueilwitz', 'shift': 'Morning', 'title': 'DR11718N', 'supvid': '01391832', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Eng Ching Hooi', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G47.C'}"
1009,"{'dept': 'MFG', 'name': 'Rory Toy', 'shift': 'Night', 'title': 'DR11617N', 'supvid': '00030462', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohd Husaini Gooi Bin Abdullah', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1008,"{'dept': 'MFG', 'name': 'Nikita Greenfelder', 'shift': 'Night', 'title': 'DR11354I', 'supvid': '00030462', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohd Husaini Gooi Bin Abdullah', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1007,"{'dept': 'MFG', 'name': 'Kathlyn Stroman', 'shift': 'Morning', 'title': 'DR11351I', 'supvid': '00030462', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohd Husaini Gooi Bin Abdullah', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1006,"{'dept': 'MFG', 'name': 'Vivianne Olson', 'shift': 'Group 2', 'title': 'DR10887N', 'supvid': '00030221', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Tan Leong Huat', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1005,"{'dept': 'MFG', 'name': 'Syble Jast', 'shift': 'Night', 'title': 'DR10775I', 'supvid': '01639126', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Syaffiq Ahmad Bin Mohd Hussain', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1004,"{'dept': 'MFG', 'name': 'Kristina Stiedemann', 'shift': 'Group 2', 'title': 'DR10694I', 'supvid': '00155983', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Rokinah Binti Yaakub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1003,"{'dept': 'MFG', 'name': 'Joan Schmitt', 'shift': 'Group 2', 'title': 'DR10693I', 'supvid': '00029246', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Nor Azizah Binti Jamalludin', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1002,"{'dept': 'MFG', 'name': 'Paolo Beahan', 'shift': 'Group 2', 'title': 'DR10689I', 'supvid': '00030221', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Tan Leong Huat', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1001,"{'dept': 'MFG', 'name': 'Gracie Nikolaus', 'shift': 'Group 2', 'title': 'DR10541N', 'supvid': '00031231', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohd Fairus Bin Yahaya', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1000,"{'dept': 'MFG', 'name': 'Mabelle Mueller', 'shift': 'Night', 'title': 'DR10459N', 'supvid': '00092733', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Shafiur Rahman Bin Syed Sultan', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
999,"{'dept': 'MFG', 'name': 'Gerry Schuster', 'shift': 'Morning', 'title': 'DR10445I', 'supvid': '00092733', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Shafiur Rahman Bin Syed Sultan', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
998,"{'dept': 'MFG', 'name': 'Bartholome Mohr', 'shift': 'Night', 'title': 'DR00991N', 'supvid': '00030462', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohd Husaini Gooi Bin Abdullah', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
997,"{'dept': 'MFG', 'name': 'Hugh Kihn', 'shift': 'Night', 'title': 'DN02172I', 'supvid': '00028871', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Thamayanthi A/P Subramaniam', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
996,"{'dept': 'MFG', 'name': 'Mercedes Ortiz', 'shift': 'Group 2', 'title': 'DN02021I', 'supvid': '01375131', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Dineeshkumar A/L Subramaniam', 'workcell': 'KEYSIGHT', 'costcenter': '711061', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
995,"{'dept': 'MFG', 'name': 'Lucio Runte', 'shift': 'Group 2', 'title': 'DN01842I', 'supvid': '00031231', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohd Fairus Bin Yahaya', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
994,"{'dept': 'MFG', 'name': 'Sheila Lesch', 'shift': 'Morning', 'title': 'DN01836I', 'supvid': '00030462', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohd Husaini Gooi Bin Abdullah', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
993,"{'dept': 'MFG', 'name': 'Mikel Kshlerin', 'shift': 'Morning', 'title': 'DN01748I', 'supvid': '00030462', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohd Husaini Gooi Bin Abdullah', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
992,"{'dept': 'MFG', 'name': 'Drake Homenick', 'shift': 'Night', 'title': 'DN01746I', 'supvid': '01639126', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Syaffiq Ahmad Bin Mohd Hussain', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
991,"{'dept': 'MFG', 'name': 'Katheryn Kris', 'shift': 'Morning', 'title': 'DN01669I', 'supvid': '00030462', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohd Husaini Gooi Bin Abdullah', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
990,"{'dept': 'MFG', 'name': 'Art Hickle', 'shift': 'Morning', 'title': 'DN01663I', 'supvid': '00092733', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Shafiur Rahman Bin Syed Sultan', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
989,"{'dept': 'MFG', 'name': 'Nelle Stokes', 'shift': 'Group 3', 'title': 'DN01431I', 'supvid': '00028871', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Thamayanthi A/P Subramaniam', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
988,"{'dept': 'MFG', 'name': 'Rosanna Mueller', 'shift': 'Night', 'title': 'DN01243N', 'supvid': '01639126', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Syaffiq Ahmad Bin Mohd Hussain', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
987,"{'dept': 'MFG', 'name': ""Allie O'Connell"", 'shift': 'Morning', 'title': 'DN01051N', 'supvid': '01639126', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Syaffiq Ahmad Bin Mohd Hussain', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
986,"{'dept': 'MFG', 'name': 'Amara Orn', 'shift': 'Night', 'title': 'DN01044N', 'supvid': '00030462', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohd Husaini Gooi Bin Abdullah', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
985,"{'dept': 'MFG', 'name': 'Elias Goyette', 'shift': 'Morning', 'title': 'DN01043N', 'supvid': '00092733', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Shafiur Rahman Bin Syed Sultan', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
984,"{'dept': 'MFG', 'name': 'Abner Corkery', 'shift': 'Night', 'title': 'DN00939N', 'supvid': '00030462', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohd Husaini Gooi Bin Abdullah', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
983,"{'dept': 'MFG', 'name': 'Ralph Hettinger', 'shift': 'Morning', 'title': 'DN00853N', 'supvid': '01326122', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Vinoshraj A/L Krishnan', 'workcell': 'KEYSIGHT', 'costcenter': '712009', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
982,"{'dept': 'MFG', 'name': 'Graham Zboncak', 'shift': 'Night', 'title': 'DN00832N', 'supvid': '01639126', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Syaffiq Ahmad Bin Mohd Hussain', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
981,"{'dept': 'MFG', 'name': 'Marjory McLaughlin', 'shift': 'Morning', 'title': 'DN00667N', 'supvid': '00030414', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Zuriati Binti Ahmad Sofi', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
980,"{'dept': 'MFG', 'name': 'Constantin Reilly', 'shift': 'Night', 'title': 'DN00665N', 'supvid': '01639126', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Syaffiq Ahmad Bin Mohd Hussain', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
979,"{'dept': 'MFG', 'name': 'Meaghan Powlowski', 'shift': 'Morning', 'title': 'DN00537I', 'supvid': '00030462', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohd Husaini Gooi Bin Abdullah', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
978,"{'dept': 'MFG', 'name': 'Curt Hintz', 'shift': 'Night', 'title': '10002877', 'supvid': '00029737', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Latipah Binti Ahmad', 'workcell': 'KEYSIGHT', 'costcenter': '712007', 'department': 'QA00', 'shiftgroup': 'G27'}"
977,"{'dept': 'MFG', 'name': 'Verner Stehr', 'shift': 'Night', 'title': '10001832', 'supvid': '01392030', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Vigneshweri A/P Krishna', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G27'}"
976,"{'dept': 'MFG', 'name': 'Cheyanne Bailey', 'shift': 'Night', 'title': '10001826', 'supvid': '00028871', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Thamayanthi A/P Subramaniam', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G27'}"
975,"{'dept': 'MFG', 'name': 'Jonatan Leffler', 'shift': 'Morning', 'title': '10001442', 'supvid': '00090340', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Mohamad Sobri Bin Daud', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G26'}"
974,"{'dept': 'MFG', 'name': 'Hans Wiza', 'shift': 'Morning', 'title': '10001441', 'supvid': '00031138', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Wong Tai Yih', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G26'}"
973,"{'dept': 'MFG', 'name': 'Emie Runolfsson', 'shift': 'Morning', 'title': '10001440', 'supvid': '00090340', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Mohamad Sobri Bin Daud', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G26'}"
972,"{'dept': 'MFG', 'name': 'Nannie Keeling', 'shift': 'Group 2', 'title': '10001438', 'supvid': '00090340', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Mohamad Sobri Bin Daud', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G61'}"
971,"{'dept': 'MFG', 'name': 'Herman Bruen', 'shift': 'Morning', 'title': '10001437', 'supvid': '00090340', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Mohamad Sobri Bin Daud', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G26'}"
970,"{'dept': 'MFG', 'name': 'Lonie Fritsch', 'shift': 'Morning', 'title': '10001348', 'supvid': '01391934', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Noor Hasmanida Binti Halim', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G47'}"
969,"{'dept': 'MFG', 'name': 'Lincoln Jast', 'shift': 'Group 3', 'title': '02283999', 'supvid': '01326122', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Vinoshraj A/L Krishnan', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62'}"
968,"{'dept': 'MFG', 'name': 'Thalia McDermott', 'shift': 'Night', 'title': '02277534', 'supvid': '00029737', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Latipah Binti Ahmad', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'QA00', 'shiftgroup': 'G27'}"
967,"{'dept': 'MFG', 'name': 'Ben Corwin', 'shift': 'Group 2', 'title': '02270863', 'supvid': '00029737', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Latipah Binti Ahmad', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'QA00', 'shiftgroup': 'G61'}"
966,"{'dept': 'MFG', 'name': 'Warren Konopelski', 'shift': 'Night', 'title': '02239748', 'supvid': '00029737', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Latipah Binti Ahmad', 'workcell': 'KEYSIGHT', 'costcenter': '712007', 'department': 'QA00', 'shiftgroup': 'G27'}"
965,"{'dept': 'MFG', 'name': 'Triston Schimmel', 'shift': 'Morning', 'title': '02239735', 'supvid': '00029737', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Latipah Binti Ahmad', 'workcell': 'KEYSIGHT', 'costcenter': '712007', 'department': 'QA00', 'shiftgroup': 'G26'}"
964,"{'dept': 'MFG', 'name': 'Carroll Haley', 'shift': 'Group 2', 'title': '02238618', 'supvid': '00029246', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Nor Azizah Binti Jamalludin', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61'}"
963,"{'dept': 'MFG', 'name': 'Randi Emmerich', 'shift': 'Group 3', 'title': '02236888', 'supvid': '00155983', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Rokinah Binti Yaakub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62'}"
962,"{'dept': 'MFG', 'name': 'Salma Howe', 'shift': 'Night', 'title': '02134264', 'supvid': '00030462', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Mohd Husaini Gooi Bin Abdullah', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G27'}"
961,"{'dept': 'MFG', 'name': 'Diana Schultz', 'shift': 'Night', 'title': '02107382', 'supvid': '00029737', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Latipah Binti Ahmad', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'QA00', 'shiftgroup': 'G27'}"
960,"{'dept': 'MFG', 'name': 'Zaria Bradtke', 'shift': 'Night', 'title': '01632286', 'supvid': '00029737', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Latipah Binti Ahmad', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'QA00', 'shiftgroup': 'G27'}"
959,"{'dept': 'MFG', 'name': 'Amely Schimmel', 'shift': 'Night', 'title': '01632059', 'supvid': '01375131', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Dineeshkumar A/L Subramaniam', 'workcell': 'KEYSIGHT', 'costcenter': '711061', 'department': 'MF00', 'shiftgroup': 'G27'}"
958,"{'dept': 'MFG', 'name': 'Lenore Erdman', 'shift': 'Group 3', 'title': '01628944', 'supvid': '00090340', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Mohamad Sobri Bin Daud', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62'}"
957,"{'dept': 'MFG', 'name': 'Adolphus Herzog', 'shift': 'Night', 'title': '01616454', 'supvid': '00092733', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Shafiur Rahman Bin Syed Sultan', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'QA00', 'shiftgroup': 'G27'}"
956,"{'dept': 'MFG', 'name': 'Suzanne Koelpin', 'shift': 'Morning', 'title': '01589841', 'supvid': '01639126', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Syaffiq Ahmad Bin Mohd Hussain', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G26'}"
955,"{'dept': 'MFG', 'name': 'Melba Heidenreich', 'shift': 'Group 2', 'title': '01541358', 'supvid': '00028871', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Thamayanthi A/P Subramaniam', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G61'}"
954,"{'dept': 'MFG', 'name': ""Kameron O'Kon"", 'shift': 'Group 3', 'title': '01500406', 'supvid': '00029737', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Latipah Binti Ahmad', 'workcell': 'KEYSIGHT', 'costcenter': '712007', 'department': 'QA00', 'shiftgroup': 'G62'}"
953,"{'dept': 'MFG', 'name': 'Werner Stracke', 'shift': 'Group 2', 'title': '01491038', 'supvid': '01375131', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Dineeshkumar A/L Subramaniam', 'workcell': 'KEYSIGHT', 'costcenter': '711061', 'department': 'MF00', 'shiftgroup': 'G61'}"
952,"{'dept': 'MFG', 'name': 'Deon Buckridge', 'shift': 'Night', 'title': '01488513', 'supvid': '00030462', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Mohd Husaini Gooi Bin Abdullah', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G27'}"
951,"{'dept': 'MFG', 'name': 'Murphy Block', 'shift': 'Night', 'title': '01485973', 'supvid': '01391977', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Salahudin Bin Ahmad', 'workcell': 'KEYSIGHT', 'costcenter': '711061', 'department': 'MF00', 'shiftgroup': 'G27'}"
950,"{'dept': 'MFG', 'name': 'Max Raynor', 'shift': 'Group 2', 'title': '01475392', 'supvid': '00090340', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Mohamad Sobri Bin Daud', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61'}"
949,"{'dept': 'MFG', 'name': 'Laurel Baumbach', 'shift': 'Morning', 'title': '01423896', 'supvid': '01391832', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Eng Ching Hooi', 'workcell': 'KEYSIGHT', 'costcenter': '711060', 'department': 'MF00', 'shiftgroup': 'G47'}"
948,"{'dept': 'MFG', 'name': 'Thelma Hahn', 'shift': 'Morning', 'title': '01391977', 'supvid': '00030273', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M4', 'supvname': 'Sitti Hadija Binti Salusa', 'workcell': 'KEYSIGHT', 'costcenter': '710235', 'department': 'MF00', 'shiftgroup': 'G26'}"
947,"{'dept': 'MFG', 'name': 'Betsy Simonis', 'shift': 'Normal', 'title': '01391937', 'supvid': '01391832', 'daytype': 'Regular', 'job cat': 'IL', 'category': 'M4', 'supvname': 'Eng Ching Hooi', 'workcell': 'KEYSIGHT', 'costcenter': '710235', 'department': 'MF00', 'shiftgroup': 'M40'}"
946,"{'dept': 'MFG', 'name': 'Floy Graham', 'shift': 'Morning', 'title': '01390204', 'supvid': '00092733', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Shafiur Rahman Bin Syed Sultan', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G26'}"
945,"{'dept': 'MFG', 'name': 'Taurean Purdy', 'shift': 'Night', 'title': '01349186', 'supvid': '01639126', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Syaffiq Ahmad Bin Mohd Hussain', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G27'}"
944,"{'dept': 'MFG', 'name': 'Cale Boehm', 'shift': 'Group 2', 'title': '01175878', 'supvid': '01532423', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Sanita Binti Jauhari Ponnambalam', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61'}"
943,"{'dept': 'MFG', 'name': 'Myron Botsford', 'shift': 'Morning', 'title': '00908508', 'supvid': '00092733', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Shafiur Rahman Bin Syed Sultan', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G26'}"
942,"{'dept': 'MFG', 'name': 'Caroline Grant', 'shift': 'Morning', 'title': '00134376', 'supvid': '00030414', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Zuriati Binti Ahmad Sofi', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G26'}"
941,"{'dept': 'MFG', 'name': 'Rowan Bernier', 'shift': 'Morning', 'title': '00116949', 'supvid': '00030462', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Mohd Husaini Gooi Bin Abdullah', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G26'}"
940,"{'dept': 'MFG', 'name': 'Josie Ziemann', 'shift': 'Group 3', 'title': '00107595', 'supvid': '00029737', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Latipah Binti Ahmad', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'QA00', 'shiftgroup': 'G62'}"
939,"{'dept': 'MFG', 'name': 'Scottie Goodwin', 'shift': 'Night', 'title': '00094609', 'supvid': '00092733', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Shafiur Rahman Bin Syed Sultan', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G27'}"
938,"{'dept': 'MFG', 'name': 'Kristy Fahey', 'shift': 'Morning', 'title': '00092314', 'supvid': '00029246', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Nor Azizah Binti Jamalludin', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G47'}"
937,"{'dept': 'MFG', 'name': 'Abner Nikolaus', 'shift': 'Morning', 'title': '00075548', 'supvid': '00090340', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'M0', 'supvname': 'Mohamad Sobri Bin Daud', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G47'}"
